player_name,player_id,player_id_enc,player_race
LeeMooHyun,3386,979,Terran
ParkJinHyuk,3388,980,Zerg
By.Spire,3389,981,Zerg
hitmaN,3390,982,Zerg
What,3434,983,Terran
ArtUser,3435,984,Zerg
Pigbaby,3436,985,Protoss
Hint,3438,986,Protoss
Noble,3439,987,Protoss
GalBi,3440,988,Zerg
g1[kaL],3441,989,Zerg
Stussy,3442,990,Protoss
Sung[sGw],3444,991,Terran
gom[kas],3445,992,Terran
